piece,notes
./abc/Pollonesse_183224_d3aca3.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 4, 5, 7, 9, 12], [1, 2, 3, 4, 5], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9], [1, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/_Polska_Kringellåt_efter_Snickar_Erik_13e2a2.abc,"[[1, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 3, 4, 5, 7, 9, 11], [1, 5, 9], [1, 3, 5, 8, 9, 11], [1, 3, 5, 8, 9, 9, 9, 11], [1, 3, 5, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5], [1, 3, 3, 4, 5, 7, 9, 11], [1, 3, 3, 4, 5, 7, 9, 11], [1, 3, 3, 4, 5, 7, 9, 11], [1, 5, 9], [1, 2, 3, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5]]"
./abc/Polonäs_efter_Gustaf_Weslien_b4d13d.abc,"[[1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 9, 10, 11, 12], [1, 2, 3, 4], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12]]"
./abc/Polska_i_G_dur_efter_Alfred_Pettersson_Svl_292_626b41.abc,"[[11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 3, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]]"
./abc/Polonesse_in_F_Dur_No_1__d6147c.abc,"[[1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 5, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_e47024.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9]]"
./abc/Polonäs_i_G_efter_Johan_Eric_Blomgren_84f3e9.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_i_Dm_efter_Daniel_Danielsson_195a42.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 8, 9], [1, 3, 5, 9], [1, 3, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9]]"
./abc/Polonäs_efter_Gustaf_Weslien_679c3c.abc,"[[1, 4, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9]]"
./abc/Polonäs_9c99ae.abc,"[[1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 8, 9, 10, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 8, 9, 10, 11, 12], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9]]"
./abc/Polonäs_i_G_efter_Baumgarten_c1c8c8.abc,"[[1, 3, 5, 7, 9, 12], [1, 5, 7, 8, 9, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 12], [1, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 9, 9, 12], [1, 3, 5, 7, 9], [1, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_i_Dm_efter_Johan_Eric_Blomgren_fe46e9.abc,"[[1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 9]]"
./abc/Polonäs_efter_Erik_Eriksson_6142ca.abc,"[[1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 3, 5, 5, 6, 7, 8, 9], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_df6833.abc,"[[1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/_Polska_från_Vetlanda_1d4454.abc,"[[1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9]]"
./abc/_Polska_efter_Mårten_Blank_och_hans_son_Erik_161654.abc,"[[1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5], [1], [1, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11]]"
./abc/_Polska_ur_Trästadssamlingen_f2c069.abc,"[[11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 9], [1, 3, 5, 7, 9, 11]]"
./abc/Polska_från_Östra_Ryd_c349f1.abc,"[[1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 8, 9, 11], [1, 3, 4, 5, 8, 9, 11], [1, 3, 4, 5, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 3, 4, 5, 8, 9, 11], [1, 2, 3, 4, 5]]"
./abc/_Polonäs_sexdregasamlingen_del_1_nr_16_91015c.abc,"[[1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 4, 5, 7, 9, 11], [1, 4, 5, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 4, 5, 7, 9, 11], [1, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/Pollonesse_183253_5eadfa.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_efter_Rondahl_i_G__Svanpolska_7a3cc8.abc,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/_Polska_efter_Gustav_Strutz_21bb05.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 6, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 8], [1, 3, 4, 5, 7, 8, 9], [1, 4, 5, 7, 9], [1, 4, 5, 7, 9], [1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 9], [1, 4, 5, 7, 9], [1, 4, 5, 7, 9], [1, 4, 5, 7, 9, 11]]"
./abc/_Slängpolska_efter_Futteri_Petter_5c2b66.abc,"[[1, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 12], [1, 3, 5, 7, 8, 9], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9, 12], [1, 2, 3, 4, 5]]"
./abc/Polska_efter_Magnus_Theorin_260_26890b.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 5, 9, 11, 12], [1, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9]]"
./abc/Pollonesse_ur_Andreas_Dahlgrens_notbok_no_28_5d2406.abc,"[[1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 4, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9], [1, 4, 5, 6, 7, 8, 9, 11], [1, 4, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_40_f6ee90.abc,"[[1, 5, 9], [1, 3, 4, 5, 7, 9, 11, 12], [1, 5, 9], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5, 9]]"
./abc/Vevlireettan_f5db41.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 7, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5]]"
./abc/Pollonesse_ur_Andreas_Dahlgrens_notbok_nr_47_d1b389.abc,"[[1, 3, 5, 7, 9, 11], [1, 4, 5, 8, 9, 12], [1, 3, 5, 7, 9, 11], [1, 4, 5, 8, 9, 12], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 5, 9], [1, 3, 5, 7, 8, 9, 11, 12], [1, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/Polska_efter_Rondahl_i_A_85a926.abc,"[[1, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 6, 7, 8, 9], [1, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/Polonäs_9b212c.abc,"[[1, 3, 5, 7, 9, 11], [1, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 3, 5, 7, 9, 11], [1, 3, 5, 11], [1, 5, 7, 9, 11], [1, 3, 4, 5], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/_Polska_efter_Johan_August_Ericsson_e840fd.abc,"[[1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 12], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9], [1, 4, 5, 7, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 2, 3, 4, 5, 7, 9, 11], [1, 4, 5, 6, 7, 8, 9], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 6, 7, 8, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 2, 3, 4, 5, 9, 11, 12], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 9]]"
./abc/_Polonäs_sexdregasamlingen_del_1_nr_117_586914.abc,"[[1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 9, 11], [1, 3, 4, 5, 9]]"
./abc/Polonäs_i_Gm_efter_Jean_E_Blomgren_8f361f.abc,"[[1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 5, 7, 9], [1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 7, 9, 11], [1, 2, 3, 4, 5, 9], [1, 3, 5, 6, 7, 8, 9, 11], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [1, 2, 3, 4, 5, 9]]"
./abc/_Polonäs_sexdregasamlingen_del_2_nr_124_94ba6d.abc,"[[1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9, 11], [1, 3, 4, 5, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 5, 7, 9], [1, 3, 4, 5, 7, 8, 9, 11, 12], [1, 3, 4, 5]]"
